label,text
request,Would you mind keeping the noise down a bit?
request,Can you remind me to call the dentist tomorrow morning?
request,Could you lend me some cash until I get to the ATM?
request,Would you be so kind as to open the door for me?
request,May I use your laptop charger for a few minutes?
request,Could you save me a seat near the front?
request,Would you mind watching my bag while I use the restroom?
request,Can you tell me the Wi-Fi password please?
request,Could you swap seats with me on the train?
request,Would you mind turning off the light when you leave?
request,Can you pour me a glass of water please?
request,Could you help me carry these bags inside?
request,Would you be able to pick me up from the airport?
request,May I sit in the front seat for the journey?
request,Could you wake me up at seven tomorrow morning?
request,Would you mind if I changed the thermostat setting?
request,Can you help me wrap these Christmas presents?
request,Could you read this letter and tell me what you think?
request,Would you please stop drumming your fingers on the table?
request,May I ask you to be a little more patient with me?
request,Can you check if the back door is locked please?
request,Could you feed the cat while I'm away this weekend?
request,Would you be able to water the plants for me?
request,May I ask you not to use your phone during dinner?
request,Could you lower the blinds to block the afternoon sun?
request,Would you mind moving your car out of the driveway?
request,Can you help me put up these shelves on the wall?
request,Could you taste this soup and tell me if it needs salt?
request,Would you be able to drive the kids to school tomorrow?
request,Could I get a refund on this defective item?
request,Would you be able to process my order today?
request,May I speak with a supervisor about this billing issue?
request,Can you check if you have this in a larger size?
request,Could you deliver this to my home address instead?
request,Would you mind wrapping this as a birthday gift?
request,Can I exchange this for a different color please?
request,Could you call me back when a technician is available?
request,May I have an itemized receipt for this purchase?
request,Would you be able to waive the cancellation fee?
request,Can you apply my loyalty discount to this order?
request,Could I have extra napkins with my order please?
request,Would you mind checking if my reservation is confirmed?
request,May I change my appointment to a later time slot?
request,Can you recommend which product suits my needs best?
request,Could you bring the check when you have a moment?
request,Would you be able to hold this item for me until tomorrow?
request,May I try on these shoes in a size nine please?
request,Can you tell me what the daily special is today?
request,Could you give me a table away from the kitchen noise?
request,Would you be able to split the bill three ways for us?
request,May I have a glass of tap water with my meal please?
request,Could you check if my parcel has been delivered?
request,Would you be willing to price-match this competitor offer?
request,Can you add extra cheese to my order please?
request,Could I have the order without onions?
request,Would you mind calling me when my prescription is ready?
request,May I have a printed receipt for my records?
request,Can you tell me the estimated delivery time for this order?
request,Could you give me a discount on a bulk purchase?
request,Could you explain the side effects of this medication?
request,Would you mind scheduling a follow-up appointment for me?
request,May I have a copy of my medical records?
request,Can you refer me to a specialist in orthopaedics?
request,Could you let me know my test results as soon as possible?
request,Would you be able to prescribe something stronger for the pain?
request,May I request a second opinion on this diagnosis?
request,Can you check my blood pressure once more please?
request,Could you recommend a physiotherapist in my area?
request,Would you mind explaining the procedure in more detail?
request,May I ask what other treatment options are available?
request,Can you adjust my dosage based on the latest results?
request,Could you write me a sick note for this week?
request,Would you be able to fit me in for an emergency appointment?
request,May I bring a family member into the consultation?
request,Could you recommend a good restaurant near the hotel?
request,Would you be able to arrange airport transfer for me?
request,May I check in early if my room is available?
request,Can you bring fresh towels to my room please?
request,Could you call me a taxi for six in the morning?
request,Would you mind storing my luggage until check-in time?
request,May I have a late checkout tomorrow please?
request,Can you book a table at the hotel restaurant for eight?
request,Could you give me directions to the nearest pharmacy?
request,Would you be so kind as to print my boarding pass?
request,May I have an extra pillow for my bed please?
request,Can you upgrade me to a room with a sea view?
request,Could you arrange a guided city tour for tomorrow morning?
request,Would you please ensure the room is quiet and away from the lift?
request,May I leave my valuables in the hotel safe?
request,Could you get me a map of the local area please?
request,Would you be able to extend my stay by one more night?
request,May I request a non-smoking room on a higher floor?
request,Can you organize a vegetarian meal option for me?
request,Could you inform me about the cancellation policy?
request,Would you be able to arrange a wake-up call at five thirty?
request,May I have the amenities replenished in my room?
request,Could you recommend a reliable car hire service nearby?
request,Would you mind notifying me when the shuttle departs?
request,Can you confirm my reservation for three nights?
request,Could you help me with my heavy suitcase to the room?
request,Would you be able to send up room service at nine?
request,May I have a cot added to the room for my child?
request,Can you arrange a taxi to the convention center please?
request,Could you provide a receipt for my entire stay?
request,Could you help me reset my password please?
request,Would you be able to fix this technical issue today?
request,May I have remote access support to resolve this problem?
request,Can you walk me through the installation process step by step?
request,Could you escalate this ticket to a senior technician?
request,Would you mind backing up my files before the system update?
request,May I have the latest version of the software installed?
request,Can you check if there are any known bugs in this build?
request,Could you send me the API documentation for this service?
request,Would you be able to schedule the maintenance for the weekend?
request,Could you restore my account access as soon as possible?
request,Would you mind explaining what caused the system outage?
request,May I have a refund for the subscription I was incorrectly charged?
request,Can you migrate my data to the new platform?
request,Could you set up two-factor authentication on my account?
request,Could you explain this concept in simpler terms for me?
request,Would you mind looking over my essay before the deadline?
request,May I have more time to complete this assignment?
request,Can you recommend a good textbook for this subject?
request,Could you clarify what you meant by that last point?
request,Would you be willing to write me a letter of recommendation?
request,May I ask a follow-up question about the lecture?
request,Can you share the lecture slides with the class?
request,Could you go through the solution to question five again?
request,Would you please post the assignment rubric on the course page?
request,May I retake the quiz if I can demonstrate improvement?
request,Can you give me feedback on my thesis proposal?
request,Could you advise me on which elective courses to take?
request,Would you be able to hold additional office hours this week?
request,May I record this lecture for personal review later?
request,Could you review my bibliography for proper citation format?
request,Would you be willing to supervise my research project?
request,May I submit my assignment a day late with a valid reason?
request,Can you explain the grading criteria for the final exam?
request,Could you arrange a study group for the upcoming test?
request,Could you show me something in a different style please?
request,Would you be able to gift-wrap this purchase for me?
request,May I have a bag for these items please?
request,Can you check if this item is currently on sale?
request,Could you hold this item while I think it over?
request,Would you be willing to match that lower price?
request,May I pay for this appliance in installments?
request,Can you check your online stock for this product?
request,Could you call me when the new shipment arrives?
request,Would you mind showing me how this device works?
request,Can you order this in my size from another store?
request,Could you bring out a fresh one from the stockroom?
request,Would you be able to apply my store credit to this purchase?
request,May I have a rain check if this item is out of stock?
request,Can you engrave my initials on this watch?
request,Could you take a different route to avoid the traffic?
request,Would you be able to stop briefly at the cashpoint?
request,May I have a receipt for this journey please?
request,Can you slow down a little on these winding roads?
request,Could you open the boot so I can load my luggage?
request,Would you mind helping me with directions from here?
request,May I reserve a window seat on the train?
request,Can you let me off at the next stop please?
request,Could you let me know when we reach the city centre?
request,Would you be able to drop me off near the entrance?
request,Could you help me fix the leaking tap in the bathroom?
request,Would you mind taking out the recycling this week?
request,May I ask you to vacuum the living room before guests arrive?
request,Can you replace the lightbulb in the hallway?
request,Could you reorganize the kitchen cupboards with me?
request,Would you be willing to paint the spare room on the weekend?
request,May I ask you to be quieter after ten at night?
request,Can you help me assemble this flat-pack furniture?
request,Could you check if the boiler pressure is at the right level?
request,Would you mind clearing the gutters before the rainy season?
request,Can you collect the dry cleaning on your way home?
request,Could you make sure the bins are put out on collection day?
request,Would you be able to look after the house while I'm on holiday?
request,May I ask you to lower your music after midnight?
request,Can you fix the squeaky floorboard in the bedroom?
request,I was wondering if you could spare a moment to assist me.
request,Would it be too much trouble to turn the heating down slightly?
request,Could I possibly take a seat next to you on the bench?
request,Would you happen to have a spare pen I could borrow?
request,Might I trouble you for a glass of water please?
request,Would you be so good as to read this over for me?
request,Could I ask you to watch my belongings for just a moment?
request,Would you kindly accept my apologies for the inconvenience?
request,Might I inquire as to your availability this coming weekend?
request,Could you see your way to approving this modest request?
request,Would you be amenable to moving our appointment to Monday?
request,I would be most grateful if you could reply by noon.
request,Would you care to have a look at these preliminary findings?
request,Could you possibly move me up in the queue?
request,May I be so bold as to propose an alternative solution?
request,Would you mind terribly if I brought a colleague along?
request,Could I prevail upon you to lend me a helping hand?
request,Would you be kind enough to hold the lift for me?
request,May I ask you not to smoke within this designated area?
request,Could you do me the honour of attending this ceremony?
request,Might I ask for a few moments of your valuable time?
request,Would you be so gracious as to consider my proposal?
request,Could I impose upon you for one small favour?
request,Would you care to review this summary before it goes out?
request,Might I suggest we take a short break before continuing?
request,Would it be possible for you to lower your voice slightly?
request,Could you possibly find it in your heart to forgive me?
request,Would you be so kind as to accept this small token?
request,Might I humbly request your guidance on this matter?
request,Could I trouble you for directions to the nearest exit?
request,Can you do me a solid and drop these letters off for me?
request,Would you mind helping me out with something quick?
request,Could you just double-check that for me real quick?
request,Can you shoot me a text when you're on your way?
request,Would you be up for grabbing coffee and chatting about this?
request,Could you give me a heads-up before you leave?
request,Can you keep an eye on things while I step out?
request,Would you mind swapping shifts with me this Friday?
request,Could you just go along with it for now please?
request,Can you back me up on this when they ask?
request,Would you be cool with lending me your charger for a bit?
request,Could you grab me a coffee while you're up?
request,Can you just send me that link you mentioned earlier?
request,Would you mind just running this by me one more time?
request,Could you loop me in on that thread please?
request,Can you do me a favour and not mention this to anyone?
request,Would you be down to give me a hand with this later?
request,Could you just ping me when you get a chance?
request,Can you cover the bill and I'll pay you back tomorrow?
request,Would you be okay with pushing the meeting back an hour?
request,Could you confirm whether the report was received?
request,Would you be able to get here by eight thirty?
request,May I have a moment of your undivided attention?
request,Can you check whether the form was filled out correctly?
request,Could you reach out to them on my behalf?
request,Would you mind giving me a quick status update?
request,May I remind you of the deadline at the end of the week?
request,Can you make sure everyone has a copy of the agenda?
request,Could you ensure the contract is signed before close of business?
request,Would you be able to stay a bit late to finish this today?
request,May I ask you to reconsider your decision on this matter?
request,Can you help me understand where this went wrong?
request,Could you point me in the right direction here?
request,Would you mind stepping outside for a quick word?
request,May I interrupt for just one second?
request,Can you run this by legal before we proceed?
request,Could you get approval from management for this change?
request,Would you be able to pull together a short presentation?
request,May I ask that you keep this conversation confidential?
request,Can you get everyone on the same page before the deadline?
request,Could you kindly return my call at your earliest convenience?
request,Would you be available to assist with the setup this evening?
request,May I borrow your notes from the last session?
request,Can you show me where the main entrance is please?
request,Could you help me fill out this form correctly?
request,Would you mind explaining the terms and conditions to me?
request,May I request that you lower the volume on the music?
request,Can you arrange a brief tour of the facility for me?
request,Could you tell me who I should speak to about this matter?
request,Would you be so kind as to respond by the end of the day?
request,May I ask that this be kept off the record?
request,Can you confirm the time and location of the meeting?
request,Could you share your notes from the conference call?
request,Would you be able to translate this sentence for me?
request,May I suggest that we revisit this topic next week?
request,Can you drop by my office when you have a free moment?
request,Could you give me an honest assessment of this proposal?
request,Would you mind holding on while I get someone to help you?
request,May I draw your attention to this important detail?
request,Can you make an appointment for me with the director?
request,Could you proofread this before it goes to the printer?
request,Would you be able to come in an hour earlier on Thursday?
request,May I ask that you refrain from interrupting during presentations?
request,Can you let me know if anything changes before then?
request,Could you share your screen so I can follow along?
request,Would you mind explaining that last part once more?
request,May I use the kitchen facilities during my break?
request,Can you send me a reminder the day before the event?
request,Could you be a bit more specific about what you need?
request,Would you be willing to take on some additional responsibilities?
request,May I request a quiet workspace for the rest of the day?
request,Can you tell me how long this process typically takes?
request,Could you reduce the font size in the presentation slides?
request,Would you be able to source a vegetarian option for the lunch?
request,May I ask you to move your car from the visitor spot?
request,Can you help me calculate the total cost including tax?
request,Could you introduce me to the rest of the team today?
request,Would you mind waiting just five more minutes?
request,May I have the floor to present my findings?
request,Can you ensure the room is set up before everyone arrives?
request,Could you fetch the files from the archive room for me?
request,Would you be able to confirm the delivery address on the form?
request,May I ask that all phones be switched to silent mode?
request,Can you help me track down the original version of this document?
request,Could you make sure this task is completed by end of play?
request,Would you mind double-checking my calculations here?
request,May I reserve a spot in the car park for tomorrow?
request,Can you pick up some groceries on your way over?
request,Could you collect my parcel from reception when it arrives?
request,Would you be able to come with me to the appointment?
request,May I ask you to translate what they just said?
request,Can you recommend a reliable plumber in the neighbourhood?
request,Could you turn off the garden sprinklers when you leave?
request,Would you mind helping me carry these boxes downstairs?
request,May I ask that you follow up with me later this week?
request,Can you ask the neighbours to keep their dog quieter at night?
request,Could you let me know your thoughts on this idea?
request,Would you be willing to compromise on this particular issue?
request,May I ask you to give this matter your urgent attention?
request,Can you confirm that the funds have been transferred successfully?
request,Could you please acknowledge this email so I know you received it?
request,Would you be able to send across the contract for review?
request,May I ask for your patience while we look into this further?
request,Can you make arrangements for the team to attend the conference?
request,Could you ensure all safety procedures are followed correctly?
request,Would you mind giving us a little more notice next time?
request,May I ask you to outline the main risks in your assessment?
request,Can you reduce the amount of jargon in this document?
request,Could you schedule a demo of the new software for the team?
request,Would you be able to respond to the client before end of day?
request,May I ask that we keep the meeting to under an hour?
request,Could you let me know your decision by end of day?
request,Would you be willing to provide a character reference for me?
request,May I have access to the shared folder for this project?
request,Can you get someone to look at the broken printer?
request,Could you put this on my tab and I'll settle up later?
request,Would you mind moving over slightly so I can sit down?
request,May I have a window seat on the flight please?
request,Can you ask the chef to make mine without nuts?
request,Could you let someone know I'm waiting in reception?
request,Would you please send me the tracking number for my order?
request,May I have a moment to collect my thoughts?
request,Can you email me the agenda at least a day in advance?
request,Could you confirm whether the meeting is still happening?
request,Would you be able to give me a progress update?
request,May I ask that all feedback be given constructively?
request,Can you hold my calls for the next thirty minutes?
request,Could you give me a few days to think this over?
request,Would you mind not forwarding that email to anyone else?
request,May I be excused from the next team-building session?
request,Can you check if the contract includes a warranty clause?
request,Could you include my name on the invitation list?
request,Would you be so kind as to notify me in advance?
request,May I have the ingredients list for that dish?
request,Can you bring the paperwork to my office when it's ready?
request,Could you offer a student discount on this purchase?
request,Would you mind reading the instructions one more time?
request,May I speak to someone who can authorize this?
request,Can you give me a written quote for the work?
request,Could you let me sit in on the next training session?
request,Would you be able to contact me via email instead?
request,May I have the manager's direct contact details?
request,Can you make sure my dietary requirements are noted?
request,Could you post the parcel by recorded delivery?
request,Would you be able to reduce the monthly payment amount?
request,May I request a seat upgrade to premium economy?
request,Can you book the flights for the entire team?
request,Could you set a reminder for the review meeting next month?
request,Would you mind taking this survey about your experience?
request,May I ask you to review my performance review draft?
request,Can you ensure the invoice matches the purchase order?
request,Could you help me find the error in this formula?
request,Would you be available to co-present with me at the event?
request,May I have your signature on this consent form?
request,Can you lock up when you leave tonight?
request,Could you notify me if the situation changes?
request,Would you mind sparing five minutes to discuss something?
request,May I ask that this decision be revisited next quarter?
request,Can you send over the revised proposal when it's done?
request,Could you find a quieter spot for our conversation?
request,Would you be willing to take on the project lead role?
request,May I ask for more clarity on the performance criteria?
request,Can you arrange a one-to-one with me this week?
request,Could you extend the warranty on this product?
request,Would you mind referring me to someone who can help?
request,May I request that you speak a little slower please?
request,Can you let me know if there are alternative products?
request,Could you give me a summary of what was discussed?
request,Would you be able to notify me before making any changes?
request,May I ask that you double-check the measurements?
request,Can you help me understand the fine print on this contract?
request,Could you sign the document and send it back today?
request,Would you mind giving me a character reference?
request,May I ask that you copy everyone in on correspondence?
request,Can you clear your schedule for the emergency meeting?
request,Could you liaise with the other department on my behalf?
request,Would you be able to send the package by express post?
request,May I have the contact details of the account manager?
request,Can you resend the file in a different format please?
request,Could you prepare a cost-benefit analysis for this proposal?
request,Would you mind confirming the address on the delivery note?
request,May I request that all communications be documented?
request,Can you arrange for someone to collect the equipment?
request,Could you show me how to use the new software interface?
request,Would you be willing to give a short presentation to the group?
request,May I take your coat and show you to a seat?
request,Can you give me a few more examples to illustrate the point?
request,Could you go over the key points one more time?
request,Would you mind reducing the complexity of this report?
request,May I ask that you treat this matter with discretion?
request,Can you coordinate the logistics for the off-site event?
request,Could you write a brief bio for the company website?
request,Would you be available for an informal catch-up this week?
request,May I have a brief extension on my subscription trial?
request,Can you ensure the slides are uploaded before the session?
request,Could you highlight the changes made since the last version?
request,Would you be so kind as to walk me through your process?
request,May I ask you to get a second quote for comparison?
request,Can you let the guests know about the change of venue?
request,Could you notify the relevant parties of the new policy?
request,Would you mind filling in this short feedback form?
request,May I request a meeting with the board on this issue?
request,Can you provide evidence to support this claim?
request,Could you contact the supplier about the faulty goods?
request,Would you be able to reschedule the inspection visit?
request,May I ask what led to this decision being made?
request,Can you chase the client for the outstanding invoice?
request,Could you allocate more resources to this project?
request,Would you be willing to share your expertise on this topic?
request,May I have a map of the building's emergency exits?
request,Can you ensure everyone has signed the attendance sheet?
request,Could you give me your honest feedback on this presentation?
request,Would you mind making an introduction over email?
request,May I ask that you update the knowledge base with this fix?
request,Can you schedule a debrief after the event?
request,Could you help me set a realistic timeline for this?
request,Would you be able to take the lead on this initiative?
request,May I have a quiet word with you in private?
request,Can you make sure the venue has wheelchair access?
request,Could you speak to the landlord about the heating problem?
request,Would you mind making enough copies for everyone?
request,May I ask that the issue be escalated to a senior level?
request,Can you ensure the data is anonymized before sharing?
request,Could you provide a translation of this legal document?
request,Would you be available to act as a witness for me?
request,May I request that the lights be dimmed for the presentation?
request,Can you follow up on the outstanding action items?
request,Could you keep a record of these decisions for our files?
request,Would you mind setting the default language to English?
request,May I ask that the noise level in the office be reduced?
request,Can you assign someone to manage the social media account?
request,Could you negotiate better terms with the vendor?
request,Would you be willing to endorse my professional profile?
request,May I have the opportunity to address the team directly?
request,Can you route this query to the appropriate department?
request,Could you organize a team lunch before the project ends?
request,Would you mind handling the correspondence while I'm away?
request,May I request that the service be reinstated immediately?
request,Can you confirm the minimum order quantity for this product?
request,Could you attach the relevant supporting documents to the email?
request,Would you be able to present the findings at the next board meeting?
request,May I ask that you be available on the phone during this period?
request,Can you liaise with IT to get my access rights restored?
request,Could you arrange for the broken equipment to be replaced?
request,Would you mind giving me a guided walkthrough of the process?
request,May I have permission to share this data with external stakeholders?
request,Can you help me draft a response to this formal complaint?
request,Could you provide a briefing note ahead of the stakeholder meeting?
request,Would you be able to make the report more accessible for non-specialists?
request,May I ask that you send the final version before noon tomorrow?
request,Can you arrange cover for my classes while I attend the conference?
request,Could you outline the next steps following this decision?
request,Would you mind noting down the key points for me?
request,May I request a formal apology in writing for this error?
request,Can you make the necessary corrections and resubmit the form?
request,Could you process this expense claim at your earliest convenience?
request,Would you be so kind as to acknowledge my contribution in the report?
request,May I ask that the contract be reviewed by our legal team first?
request,Can you see if anyone is free to assist me this afternoon?
request,Could you set up an automated reminder for the recurring meeting?
request,Would you be willing to take the minutes at today's meeting?
request,May I have a hard copy of the certificate for my records?
request,Can you update me on the current status of my application?
request,Could you organize the files into clearly labelled folders?
request,Would you be able to add captions to the video for accessibility?
request,May I ask that all approvals be obtained before proceeding?
request,Can you make the necessary amendments based on the feedback?
request,Could you bring the matter to the attention of the relevant authority?
request,Would you mind preparing a short executive summary of the proposal?
request,May I ask you to give this task the highest priority?
request,Can you have a word with the supplier about the delivery delays?
request,Could you remind the team of the confidentiality agreement?
request,Would you be available to support me during the client pitch?
request,May I request that the session begin fifteen minutes earlier?
request,Can you make sure everyone has completed the mandatory training?
request,Could you provide a cost estimate for the proposed changes?
request,Would you mind following up with them if we don't hear back?
request,May I ask that this be handled outside the regular process?
request,Can you keep me informed of any developments on this case?
request,Could you clarify the scope of work before we begin?
request,Would you be willing to submit a formal request on my behalf?
request,May I ask that the invoice be corrected and reissued?
request,Can you get the necessary sign-offs before the launch?
request,Could you look into why this error keeps occurring?
request,Would you be able to arrange an interpreter for the meeting?
request,May I request that the delivery be rerouted to a different address?
request,Can you make sure the report is formatted consistently throughout?
request,Could you arrange for a replacement part to be sent immediately?
request,Would you mind holding the table for us for another ten minutes?
request,May I ask that the team be briefed before the announcement?
request,Can you reach out to the participants and confirm their attendance?
request,Could you set up an out-of-office reply on my behalf?
request,Would you be willing to act as the point of contact while I travel?
request,May I have your approval to proceed with the next phase?
request,Can you instruct the couriers to leave the parcel with a neighbour?
request,Could you ensure that all stakeholders are aligned on the timeline?
request,Would you mind sharing the test results with the wider team?
request,May I ask that steps be taken to prevent this from happening again?
request,Can you arrange for the meeting room to be cleaned before we arrive?
request,Could you provide a written confirmation of our agreement?
request,Would you be able to facilitate a resolution between the two parties?
request,May I request that my personal data be deleted from your system?
request,Can you make sure the access codes are changed after the project?
request,Could you summarize the discussion points in a brief follow-up email?
request,Would you mind letting me have a look at that before it goes out?
request,May I ask you to escalate this beyond the normal channels?
request,Can you allocate a dedicated account manager to our company?
request,Could you provide step-by-step guidance on completing the process?
request,Would you be available to assist with the next round of interviews?
request,May I request that the venue be changed to a more accessible location?
request,Can you make a note of any outstanding issues for the follow-up?
request,Could you remind everyone about the dress code for the event?
request,Would you be willing to reduce the price if we commit to a longer term?
request,May I ask that a formal investigation be launched into this matter?
request,Can you review the risk assessment and update it accordingly?
request,Could you make this change retroactive from the start of the month?
request,Would you be able to vouch for my experience during the reference call?
request,May I request that a copy of the report be sent to all attendees?
request,Can you ensure the instructions are written in plain language?
request,Could you identify a suitable replacement for this component?
request,Would you mind giving the new recruit a tour of the office?
request,May I ask that you prioritize speed over perfection this time?
request,Can you have someone available on-call throughout the weekend?
request,Could you send a reminder to everyone before the deadline?
request,Would you be able to adjust the schedule to accommodate late arrivals?
request,May I have a brief word with you after the meeting?
request,Can you check the inventory before placing the next order?
request,Could you compile a list of all outstanding tasks for review?
request,Would you mind sharing your screen so I can follow along?
polar_question,Am I going to die?
polar_question,Am I sick?
polar_question,Are Spanish and German different languages?
polar_question,Are airplanes flown inside?
polar_question,Are apples red fruit?
polar_question,Are aspirin and tylenol pain relievers?
polar_question,Are bananas and oranges sweet vegetables?
polar_question,Are band-aids used for healing?
polar_question,Are cars made here?
polar_question,Are cars used to drive on the water?
polar_question,Are chips and pretzels salty?
polar_question,Are clocks and bikes used to tell time?
polar_question,Are coffee and hot chocolate cold drinks?
polar_question,Are computers used to brush your teeth with?
polar_question,Are dogs and cats animals that live in the jungle?
polar_question,Are flies and robins small insects?
polar_question,Are football and baseball types of food?
polar_question,Are fruits and vegetables healthy to eat?
polar_question,Are houses more than $50 dollars?
polar_question,Are lasagna and spaghetti Chinese dishes?
polar_question,Are lizards small?
polar_question,Are muscles needed to move our body?
polar_question,Are musicians and artists creative?
polar_question,Are ovens used to freeze things?
polar_question,Are paint and syrup used to take a bath in?
polar_question,Are peanuts made into jam?
polar_question,Are pencils and markers used to write on a whiteboard?
polar_question,Are pillows and mattresses used to sleep on?
polar_question,Are rattlesnakes poisonous?
polar_question,Are roses tall trees?
polar_question,Are scoops of ice cream sweet?
polar_question,Are shoes worn over the top of socks?
polar_question,Are shovels something you would use to dig a hole with?
polar_question,Are the children at school?
polar_question,"Are the letters ""d"" and ""s"" in the word ""dressing""?"
polar_question,Are there 80 minutes in an hour?
polar_question,Are they American?
polar_question,Are they sitting in a row ?
polar_question,Are they studying hard?
polar_question,Are they visiting Paris?
polar_question,Are umbrellas used to keep you wet?
polar_question,Are violins and pianos musical instruments?
polar_question,Are we going to try it?
polar_question,Are wild animals dangerous?
polar_question,Are you going to try it?
polar_question,Are you hungry?
polar_question,Are you looking for the keys?
polar_question,Are you sick?
polar_question,Can John read?
polar_question,Can a backpack get a cold?
polar_question,Can a circle have corners?
polar_question,Can a fish live out of water?
polar_question,Can a tiger be your pet?
polar_question,Can pigs walk on two feet?
polar_question,Can you brush your teeth with a shoe?
polar_question,Can you buy eggs by the dozen?
polar_question,Can you drive a car wearing a blindfold?
polar_question,Can you drive a car without wearing a seatbelt?
polar_question,Can you eat tomato soup with a fork?
polar_question,Can you eat without a mouth?
polar_question,Can you freeze orange juice?
polar_question,Can you fry vegetables in a pan?
polar_question,Can you grow a mustache on your foot?
polar_question,Can you jump over a puddle?
polar_question,Can you keep a horse inside your house?
polar_question,Can you make bread without using flour?
polar_question,Can you rake leaves with a hammer?
polar_question,Can you ride a bike without a helmet?
polar_question,Can you ride a camel?
polar_question,Can you rip concrete?
polar_question,Can you see in the dark without a flashlight?
polar_question,Can you sleep in the day time?
polar_question,Can you stir something with a spoon?
polar_question,Can you stretch a rock?
polar_question,Can you teach a cat to talk?
polar_question,Can you touch your elbow with your nose?
polar_question,Can you use a shovel at the beach?
polar_question,Can you wear a tie?
polar_question,Can you wear pajama's to school / work?
polar_question,Could he have said that?
polar_question,Did she have a smile on her face?
polar_question,Did she have her camera?
polar_question,Did the boss notice the mistake?
polar_question,Did the printer break?
polar_question,Did they dance well?
polar_question,Did they find the answer?
polar_question,Did they forget their tickets?
polar_question,Did you feel sick?
polar_question,Did you go to the park?
polar_question,Did you see John yesterday?
polar_question,Do astronauts work in grocery stores?
polar_question,Do babies need their diapers changed?
polar_question,Do baby birds get fed by their mother?
polar_question,Do butterflies run fast?
polar_question,Do cars have engines?
polar_question,Do cats climb trees?
polar_question,Do children play with toys?
polar_question,Do computers help us find information?
polar_question,Do elephants live in the ocean?
polar_question,Do erasers remove pencil marks?
polar_question,Do fire extinguishers help fireman?
polar_question,Do football players use sticks?
polar_question,Do horses wear socks?
polar_question,Do new clothes get dirty?
polar_question,Do pilots fly paper planes?
polar_question,Do plants wear glasses?
polar_question,Do storms damage homes?
polar_question,Do teachers help you learn?
polar_question,Do we call a school if we have an emergency?
polar_question,Do we eat beef?
polar_question,Do we need our hands to play a musical instrument?
polar_question,Do we want more money?
polar_question,Do windows need to be cleaned?
polar_question,Do you agree?
polar_question,Do you believe me?
polar_question,Do you chew soup?
polar_question,Do you do yoga?
polar_question,Do you eat beef?
polar_question,Do you get wet when you go swimming?
polar_question,Do you have a car?
polar_question,Do you have a dog?
polar_question,Do you have a problem?
polar_question,Do you need to go home?
polar_question,Do you own a car?
polar_question,Do you throw things in the garbage that are broken?
polar_question,Do you use roller skates on the grass?
polar_question,Do you want a drink?
polar_question,Do you want more money?
polar_question,Does an orange have more juice than a banana?
polar_question,Does he read every day?
polar_question,Does it snow during the summer?
polar_question,Does my dog bark loudly?
polar_question,Does she have a job?
polar_question,Does she love tennis?
polar_question,Does the sun make things hot?
polar_question,Does yogurt go bad if it isn't refrigerated?
polar_question,Does your birthday always happen on the same day?
polar_question,Does your dog bark loudly?
polar_question,Has John been fired?
polar_question,Has he been working here?
polar_question,Has he had surgery?
polar_question,Has she done the housework?
polar_question,Has she had a job?
polar_question,Has the order been approved?
polar_question,Have they finished?
polar_question,Have you eaten breakfast today?
polar_question,Have you got a car?
polar_question,Have you got a pen?
polar_question,Have you seen Michael?
polar_question,"If it is June, is it hot in the North Pole?"
polar_question,"If someone cries, are they sad?"
polar_question,"If someone smiles, are they sad?"
polar_question,"If something is light, would it sink?"
polar_question,"If something is tasty, is it bad?"
polar_question,"If something smells, does it stink?"
polar_question,"If there are laves on the ground, is it winter?"
polar_question,"If there is snow on the ground, is it summer?"
polar_question,"If you break an egg, can you fix it?"
polar_question,"If you cut yourself really bad, should you go to the dentist?"
polar_question,"If you have a ball, can you play catch?"
polar_question,"If you have a bracelet, do you own jewelry?"
polar_question,"If you have a pen and paper, can you write your name?"
polar_question,"If you have boiling water, is it hot?"
polar_question,"If you rip your shirt, would you staple it back together?"
polar_question,"If you want to watch a movie, would you go to a bank?"
polar_question,"If you wanted to get warm, would you drink hot chocolate?"
polar_question,"If you went to a restaurant, would you see clowns?"
polar_question,"If you were a bee, could you sing?"
polar_question,"If you were a bird, would you have fins?"
polar_question,"If you were a builder, would you use a hammer?"
polar_question,"If you were a cat, would you have three legs?"
polar_question,"If you were a caterpillar, would you have legs?"
polar_question,"If you were a chair, could you swim?"
polar_question,"If you were a computer, would you be alive?"
polar_question,"If you were a fish, could you jump?"
polar_question,"If you were a horse, could you gallup?"
polar_question,"If you were a shark, would you eat fish?"
polar_question,"If you were an ant, would you live in dirt?"
polar_question,"If you were an owner, would you have a pet?"
polar_question,"If you were rotten, would you smell nice?"
polar_question,"If your bike has a flat tire, should you ride it?"
polar_question,Is 50% higher than 48%?
polar_question,Is 9:30 p.m. later than 3:30 p.m.?
polar_question,Is John a doctor?
polar_question,Is Luan going to be hired?
polar_question,Is New York City small?
polar_question,Is Peter going to go?
polar_question,Is a brick heavier than a feather?
polar_question,Is a car bigger than a person?
polar_question,Is a car faster than a bicycle?
polar_question,Is a clown funnier than a doctor?
polar_question,Is a cow bigger than an elephant?
polar_question,Is a day longer than a week?
polar_question,Is a father older than his son?
polar_question,Is a gallon less than a cup?
polar_question,Is a hurricane dangerous?
polar_question,Is a mile longer than a football field?
polar_question,Is a month longer than an hour?
polar_question,Is a pair of shoes more than one shoe?
polar_question,Is a pair of socks less than three pairs?
